1071898,2017-08-22,2017-08-22 08:56:01.0,2017-08-22,2017-08-22 08:56:09.0,delivered,2236e25339dd5809ac5e176ff037fbc5,1592.0,8b324e2e8ebd5695fc501c395a4b5b3c,1408,2017-08-23,2017-08-23 14:46:00.0,drop_off,30
1119503,2017-07-31,2017-07-31 10:02:04.0,2017-08-01,2017-08-01 15:49:41.0,delivered,647d0fa4d86e732f7a85466aef4f0972,420.0,a422fa9f79126f610ae26f8e8ef63de0,1407,2017-08-04,2017-08-04 11:06:52.0,drop_off,67
949390,2017-07-06,2017-07-06 08:24:55.0,2017-07-06,2017-07-06 08:28:03.0,delivered,6b0a445485c06db0bf1dc538498b1748,1339.0,ad1697663fa917bb5fd3c1fcfdf933f8,1842,2017-07-06,2017-07-06 09:33:00.0,drop_off,1
1051240,2017-07-06,2017-07-06 09:16:13.0,2017-07-06,2017-07-06 17:36:39.0,delivered,a02e4f6d43d9c810e2d8530533bee119,1570.0,0b845f27c6ae63da73be10d615729bd3,1408,2017-07-07,2017-07-07 13:55:24.0,drop_off,20
844526,2017-07-31,2017-07-31 18:46:11.0,2017-08-01,2017-08-01 09:17:33.0,delivered,8883a92174821d55f272ea7e31f9a458,709.99,7c62a4192c0743e0544ded0f8420a651,1407,2017-08-02,2017-08-02 10:31:00.0,drop_off,25
481792,2017-08-19,2017-08-19 20:12:45.0,2017-08-19,2017-08-19 20:12:51.0,delivered,5d1338877211b0cb64cc038db21f8201,9999.0,3cf26d68b59bf7a0c1438bca22af0f96,1417,2017-08-22,2017-08-22 16:43:13.0,drop_off,20
616869,2017-07-25,2017-07-25 15:43:09.0,2017-07-25,2017-07-25 15:43:16.0,delivered,635333cc3f65970352311f9fcf627b5d,2500.0,4535a07906e73d9bf818f4040355a969,1088,2017-07-26,2017-07-26 15:17:00.0,drop_off,24
443973,2017-07-03,2017-07-03 11:26:15.0,2017-07-03,2017-07-03 11:26:24.0,delivered,5af1c063b81084b091c560bac152f1fb,349.99,f675b98ac379316c2e1c626ac0e44f97,1428,2017-07-05,2017-07-05 16:53:00.0,drop_off,53
381625,2017-08-17,2017-08-17 18:34:44.0,2017-08-17,2017-08-17 18:36:12.0,delivered,9cdcd022476b7b10b21b4a8b42a01914,836.0,490c8aad3fd00254430c35a49cf834c6,1752,2017-08-18,2017-08-18 17:26:10.0,drop_off,23
386295,2017-07-12,2017-07-12 21:02:39.0,2017-07-12,2017-07-12 21:02:45.0,delivered,2976cf749f322b95f1c8b8668b1ce425,540.0,61c088ce31cb2ee7bd9643935258769a,0,2017-07-18,2017-07-18 16:10:00.0,drop_off,91
21113,2017-07-16,2017-07-16 00:57:23.0,2017-07-18,2017-07-18 09:42:59.0,delivered,ea0070fae727d92fbdad7010ec57f792,1699.0,bbf54600a1613fa32ecdda5508461ce4,1416,2017-07-28,2017-07-28 14:14:13.0,drop_off,197
